33.99880 -117.68040 200000.00   8157.2   4772.8   3153.0
33.99880 -117.68040 199960.00   8157.3   4772.8   3153.0
33.99880 -117.68040 199920.00   8157.4   4772.9   3153.1
33.99880 -117.68040 199880.02   8157.5   4772.9   3153.1
33.99880 -117.68040 199840.00   8157.5   4773.0   3153.1
33.99880 -117.68040 199800.00   8157.6   4773.0   3153.1
33.99880 -117.68040 199760.00   8157.7   4773.0   3153.1
33.99880 -117.68040 199720.02   8157.8   4773.1   3153.1
33.99880 -117.68040 199680.00   8157.8   4773.1   3153.1
33.99880 -117.68040 199640.00   8157.9   4773.2   3153.1
33.99880 -117.68040 199600.00   8158.0   4773.2   3153.1
33.99880 -117.68040 199560.00   8158.1   4773.2   3153.2
33.99880 -117.68040 199520.00   8158.1   4773.3   3153.2
33.99880 -117.68040 199480.00   8158.2   4773.3   3153.2
33.99880 -117.68040 199439.98   8158.3   4773.4   3153.2
33.99880 -117.68040 199400.00   8158.4   4773.4   3153.2
33.99880 -117.68040 199360.00   8158.4   4773.4   3153.2
33.99880 -117.68040 199320.00   8158.5   4773.5   3153.2
33.99880 -117.68040 199279.98   8158.6   4773.5   3153.2
33.99880 -117.68040 199240.00   8158.7   4773.6   3153.3
33.99880 -117.68040 199200.00   8158.7   4773.6   3153.3
33.99880 -117.68040 199160.00   8158.8   4773.6   3153.3
33.99880 -117.68040 199120.02   8158.9   4773.7   3153.3
33.99880 -117.68040 199080.00   8159.0   4773.7   3153.3
33.99880 -117.68040 199040.00   8159.0   4773.8   3153.3
33.99880 -117.68040 199000.00   8159.1   4773.8   3153.3
33.99880 -117.68040 198960.02   8159.2   4773.8   3153.3
33.99880 -117.68040 198920.00   8159.3   4773.9   3153.3
33.99880 -117.68040 198880.00   8159.3   4773.9   3153.4
33.99880 -117.68040 198840.00   8159.4   4773.9   3153.4
33.99880 -117.68040 198800.00   8159.5   4774.0   3153.4
33.99880 -117.68040 198760.00   8159.6   4774.0   3153.4
33.99880 -117.68040 198720.00   8159.6   4774.1   3153.4
33.99880 -117.68040 198680.00   8159.7   4774.1   3153.4
33.99880 -117.68040 198640.00   8159.8   4774.1   3153.4
33.99880 -117.68040 198600.00   8159.9   4774.2   3153.4
33.99880 -117.68040 198560.00   8159.9   4774.2   3153.5
33.99880 -117.68040 198519.98   8160.0   4774.3   3153.5
33.99880 -117.68040 198480.00   8160.1   4774.3   3153.5
33.99880 -117.68040 198440.00   8160.2   4774.3   3153.5
33.99880 -117.68040 198400.00   8160.2   4774.4   3153.5
33.99880 -117.68040 198360.02   8160.3   4774.4   3153.5
33.99880 -117.68040 198320.00   8160.4   4774.5   3153.5
33.99880 -117.68040 198280.00   8160.5   4774.5   3153.5
33.99880 -117.68040 198240.00   8160.6   4774.5   3153.6
33.99880 -117.68040 198200.02   8160.6   4774.6   3153.6
33.99880 -117.68040 198160.00   8160.7   4774.6   3153.6
33.99880 -117.68040 198120.00   8160.8   4774.7   3153.6
33.99880 -117.68040 198080.00   8160.9   4774.7   3153.6
33.99880 -117.68040 198040.00   8160.9   4774.7   3153.6
33.99880 -117.68040 198000.00   8161.0   4774.8   3153.6
33.99880 -117.68040 197960.00   8161.1   4774.8   3153.6
33.99880 -117.68040 197920.00   8161.2   4774.9   3153.6
33.99880 -117.68040 197880.00   8161.2   4774.9   3153.7
33.99880 -117.68040 197840.00   8161.3   4774.9   3153.7
33.99880 -117.68040 197800.00   8161.4   4775.0   3153.7
33.99880 -117.68040 197759.98   8161.5   4775.0   3153.7
33.99880 -117.68040 197720.00   8161.5   4775.1   3153.7
33.99880 -117.68040 197680.00   8161.6   4775.1   3153.7
33.99880 -117.68040 197640.00   8161.7   4775.1   3153.7
33.99880 -117.68040 197599.98   8161.8   4775.2   3153.7
33.99880 -117.68040 197560.00   8161.8   4775.2   3153.8
33.99880 -117.68040 197520.00   8161.9   4775.2   3153.8
33.99880 -117.68040 197480.00   8162.0   4775.3   3153.8
33.99880 -117.68040 197440.02   8162.1   4775.3   3153.8
33.99880 -117.68040 197400.00   8162.1   4775.4   3153.8
33.99880 -117.68040 197360.00   8162.2   4775.4   3153.8
33.99880 -117.68040 197320.00   8162.3   4775.4   3153.8
33.99880 -117.68040 197280.00   8162.4   4775.5   3153.8
33.99880 -117.68040 197240.00   8162.4   4775.5   3153.8
33.99880 -117.68040 197200.00   8162.5   4775.6   3153.9
33.99880 -117.68040 197160.00   8162.6   4775.6   3153.9
33.99880 -117.68040 197120.00   8162.7   4775.6   3153.9
33.99880 -117.68040 197080.00   8162.7   4775.7   3153.9
33.99880 -117.68040 197040.00   8162.8   4775.7   3153.9
33.99880 -117.68040 196999.98   8162.9   4775.8   3153.9
33.99880 -117.68040 196960.00   8163.0   4775.8   3153.9
33.99880 -117.68040 196920.00   8163.0   4775.8   3153.9
33.99880 -117.68040 196880.00   8163.1   4775.9   3154.0
33.99880 -117.68040 196839.98   8163.2   4775.9   3154.0
33.99880 -117.68040 196800.00   8163.3   4776.0   3154.0
33.99880 -117.68040 196760.00   8163.3   4776.0   3154.0
33.99880 -117.68040 196720.00   8163.4   4776.0   3154.0
33.99880 -117.68040 196680.02   8163.5   4776.1   3154.0
33.99880 -117.68040 196640.00   8163.6   4776.1   3154.0
33.99880 -117.68040 196600.00   8163.6   4776.2   3154.0
33.99880 -117.68040 196560.00   8163.7   4776.2   3154.1
33.99880 -117.68040 196520.02   8163.8   4776.2   3154.1
33.99880 -117.68040 196480.00   8163.9   4776.3   3154.1
33.99880 -117.68040 196440.00   8164.0   4776.3   3154.1
33.99880 -117.68040 196400.00   8164.0   4776.4   3154.1
33.99880 -117.68040 196360.00   8164.1   4776.4   3154.1
33.99880 -117.68040 196320.00   8164.2   4776.4   3154.1
33.99880 -117.68040 196280.00   8164.3   4776.5   3154.1
33.99880 -117.68040 196239.98   8164.3   4776.5   3154.1
33.99880 -117.68040 196200.00   8164.4   4776.5   3154.2
33.99880 -117.68040 196160.00   8164.5   4776.6   3154.2
33.99880 -117.68040 196120.00   8164.6   4776.6   3154.2
33.99880 -117.68040 196079.98   8164.6   4776.7   3154.2
33.99880 -117.68040 196040.00   8164.7   4776.7   3154.2
33.99880 -117.68040 196000.00   8164.8   4776.7   3154.2
33.99880 -117.68040 195960.00   8164.9   4776.8   3154.2
33.99880 -117.68040 195920.02   8164.9   4776.8   3154.2
33.99880 -117.68040 195880.00   8165.0   4776.9   3154.3
33.99880 -117.68040 195840.00   8165.1   4776.9   3154.3
33.99880 -117.68040 195800.00   8165.2   4776.9   3154.3
33.99880 -117.68040 195760.02   8165.2   4777.0   3154.3
33.99880 -117.68040 195720.00   8165.3   4777.0   3154.3
33.99880 -117.68040 195680.00   8165.4   4777.1   3154.3
33.99880 -117.68040 195640.00   8165.5   4777.1   3154.3
33.99880 -117.68040 195600.00   8165.5   4777.1   3154.3
33.99880 -117.68040 195560.00   8165.6   4777.2   3154.4
33.99880 -117.68040 195520.00   8165.7   4777.2   3154.4
33.99880 -117.68040 195480.00   8165.8   4777.3   3154.4
33.99880 -117.68040 195440.00   8165.8   4777.3   3154.4
33.99880 -117.68040 195400.00   8165.9   4777.3   3154.4
33.99880 -117.68040 195360.00   8166.0   4777.4   3154.4
33.99880 -117.68040 195319.98   8166.1   4777.4   3154.4
33.99880 -117.68040 195280.00   8166.1   4777.5   3154.4
33.99880 -117.68040 195240.00   8166.2   4777.5   3154.4
33.99880 -117.68040 195200.00   8166.3   4777.5   3154.5
33.99880 -117.68040 195160.02   8166.4   4777.6   3154.5
33.99880 -117.68040 195120.00   8166.4   4777.6   3154.5
33.99880 -117.68040 195080.00   8166.5   4777.7   3154.5
33.99880 -117.68040 195040.00   8166.6   4777.7   3154.5
33.99880 -117.68040 195000.02   8166.7   4777.7   3154.5
33.99880 -117.68040 194960.00   8166.7   4777.8   3154.5
33.99880 -117.68040 194920.00   8166.8   4777.8   3154.5
33.99880 -117.68040 194880.00   8166.9   4777.8   3154.6
33.99880 -117.68040 194840.00   8167.0   4777.9   3154.6
33.99880 -117.68040 194800.00   8167.0   4777.9   3154.6
33.99880 -117.68040 194760.00   8167.1   4778.0   3154.6
33.99880 -117.68040 194720.00   8167.2   4778.0   3154.6
33.99880 -117.68040 194680.00   8167.3   4778.0   3154.6
33.99880 -117.68040 194640.00   8167.4   4778.1   3154.6
33.99880 -117.68040 194600.00   8167.4   4778.1   3154.6
33.99880 -117.68040 194559.98   8167.5   4778.2   3154.6
33.99880 -117.68040 194520.00   8167.6   4778.2   3154.7
33.99880 -117.68040 194480.00   8167.7   4778.2   3154.7
33.99880 -117.68040 194440.00   8167.7   4778.3   3154.7
33.99880 -117.68040 194399.98   8167.8   4778.3   3154.7
33.99880 -117.68040 194360.00   8167.9   4778.4   3154.7
33.99880 -117.68040 194320.00   8168.0   4778.4   3154.7
33.99880 -117.68040 194280.00   8168.0   4778.4   3154.7
33.99880 -117.68040 194240.02   8168.1   4778.5   3154.7
33.99880 -117.68040 194200.00   8168.2   4778.5   3154.8
33.99880 -117.68040 194160.00   8168.3   4778.6   3154.8
33.99880 -117.68040 194120.00   8168.3   4778.6   3154.8
33.99880 -117.68040 194080.02   8168.4   4778.6   3154.8
33.99880 -117.68040 194040.00   8168.5   4778.7   3154.8
33.99880 -117.68040 194000.00   8168.6   4778.7   3154.8
33.99880 -117.68040 193960.00   8168.6   4778.8   3154.8
33.99880 -117.68040 193920.00   8168.7   4778.8   3154.8
33.99880 -117.68040 193880.00   8168.8   4778.8   3154.9
33.99880 -117.68040 193840.00   8168.9   4778.9   3154.9
33.99880 -117.68040 193799.98   8168.9   4778.9   3154.9
33.99880 -117.68040 193760.00   8169.0   4779.0   3154.9
33.99880 -117.68040 193720.00   8169.1   4779.0   3154.9
33.99880 -117.68040 193680.00   8169.2   4779.0   3154.9
33.99880 -117.68040 193639.98   8169.2   4779.1   3154.9
33.99880 -117.68040 193600.00   8169.3   4779.1   3154.9
33.99880 -117.68040 193560.00   8169.4   4779.1   3154.9
33.99880 -117.68040 193520.00   8169.5   4779.2   3155.0
33.99880 -117.68040 193480.02   8169.5   4779.2   3155.0
33.99880 -117.68040 193440.00   8169.6   4779.3   3155.0
33.99880 -117.68040 193400.00   8169.7   4779.3   3155.0
33.99880 -117.68040 193360.00   8169.8   4779.3   3155.0
33.99880 -117.68040 193320.02   8169.8   4779.4   3155.0
33.99880 -117.68040 193280.00   8169.9   4779.4   3155.0
33.99880 -117.68040 193240.00   8170.0   4779.5   3155.0
33.99880 -117.68040 193200.00   8170.1   4779.5   3155.1
33.99880 -117.68040 193160.00   8170.1   4779.5   3155.1
33.99880 -117.68040 193120.00   8170.2   4779.6   3155.1
33.99880 -117.68040 193080.00   8170.3   4779.6   3155.1
33.99880 -117.68040 193039.98   8170.4   4779.7   3155.1
33.99880 -117.68040 193000.00   8170.5   4779.7   3155.1
33.99880 -117.68040 192960.00   8170.5   4779.7   3155.1
33.99880 -117.68040 192920.00   8170.6   4779.8   3155.1
33.99880 -117.68040 192879.98   8170.7   4779.8   3155.1
33.99880 -117.68040 192840.00   8170.8   4779.9   3155.2
33.99880 -117.68040 192800.00   8170.8   4779.9   3155.2
33.99880 -117.68040 192760.00   8170.9   4779.9   3155.2
33.99880 -117.68040 192720.02   8171.0   4780.0   3155.2
33.99880 -117.68040 192680.00   8171.1   4780.0   3155.2
33.99880 -117.68040 192640.00   8171.1   4780.1   3155.2
33.99880 -117.68040 192600.00   8171.2   4780.1   3155.2
33.99880 -117.68040 192560.02   8171.3   4780.1   3155.2
33.99880 -117.68040 192520.00   8171.4   4780.2   3155.3
33.99880 -117.68040 192480.00   8171.4   4780.2   3155.3
33.99880 -117.68040 192440.00   8171.5   4780.3   3155.3
33.99880 -117.68040 192400.00   8171.6   4780.3   3155.3
33.99880 -117.68040 192360.00   8171.7   4780.3   3155.3
33.99880 -117.68040 192320.00   8171.7   4780.4   3155.3
33.99880 -117.68040 192280.00   8171.8   4780.4   3155.3
33.99880 -117.68040 192240.00   8171.9   4780.4   3155.3
33.99880 -117.68040 192200.00   8172.0   4780.5   3155.4
33.99880 -117.68040 192160.00   8172.0   4780.5   3155.4
33.99880 -117.68040 192119.98   8172.1   4780.6   3155.4
33.99880 -117.68040 192080.00   8172.2   4780.6   3155.4
33.99880 -117.68040 192040.00   8172.3   4780.6   3155.4
33.99880 -117.68040 192000.00   8172.3   4780.7   3155.4
33.99880 -117.68040 191959.98   8172.4   4780.7   3155.4
33.99880 -117.68040 191920.00   8172.5   4780.8   3155.4
33.99880 -117.68040 191880.00   8172.6   4780.8   3155.4
33.99880 -117.68040 191840.00   8172.6   4780.8   3155.5
33.99880 -117.68040 191800.02   8172.7   4780.9   3155.5
33.99880 -117.68040 191760.00   8172.8   4780.9   3155.5
33.99880 -117.68040 191720.00   8172.9   4781.0   3155.5
33.99880 -117.68040 191680.00   8172.9   4781.0   3155.5
33.99880 -117.68040 191640.00   8173.0   4781.0   3155.5
33.99880 -117.68040 191600.00   8173.1   4781.1   3155.5
33.99880 -117.68040 191560.00   8173.2   4781.1   3155.5
33.99880 -117.68040 191520.00   8173.2   4781.2   3155.6
33.99880 -117.68040 191480.00   8173.3   4781.2   3155.6
33.99880 -117.68040 191440.00   8173.4   4781.2   3155.6
33.99880 -117.68040 191400.00   8173.5   4781.3   3155.6
33.99880 -117.68040 191359.98   8173.5   4781.3   3155.6
33.99880 -117.68040 191320.00   8173.6   4781.4   3155.6
33.99880 -117.68040 191280.00   8173.7   4781.4   3155.6
33.99880 -117.68040 191240.00   8173.8   4781.4   3155.6
33.99880 -117.68040 191199.98   8173.9   4781.5   3155.7
33.99880 -117.68040 191160.00   8173.9   4781.5   3155.7
33.99880 -117.68040 191120.00   8174.0   4781.6   3155.7
33.99880 -117.68040 191080.00   8174.1   4781.6   3155.7
33.99880 -117.68040 191040.02   8174.2   4781.6   3155.7
33.99880 -117.68040 191000.00   8174.2   4781.7   3155.7
33.99880 -117.68040 190960.00   8174.3   4781.7   3155.7
33.99880 -117.68040 190920.00   8174.4   4781.7   3155.7
33.99880 -117.68040 190880.02   8174.5   4781.8   3155.7
33.99880 -117.68040 190840.00   8174.5   4781.8   3155.8
33.99880 -117.68040 190800.00   8174.6   4781.9   3155.8
33.99880 -117.68040 190760.00   8174.7   4781.9   3155.8
33.99880 -117.68040 190720.00   8174.8   4781.9   3155.8
33.99880 -117.68040 190680.00   8174.8   4782.0   3155.8
33.99880 -117.68040 190640.00   8174.9   4782.0   3155.8
33.99880 -117.68040 190599.98   8175.0   4782.1   3155.8
33.99880 -117.68040 190560.00   8175.1   4782.1   3155.8
33.99880 -117.68040 190520.00   8175.1   4782.1   3155.9
33.99880 -117.68040 190480.00   8175.2   4782.2   3155.9
33.99880 -117.68040 190439.98   8175.3   4782.2   3155.9
33.99880 -117.68040 190400.00   8175.4   4782.3   3155.9
33.99880 -117.68040 190360.00   8175.4   4782.3   3155.9
33.99880 -117.68040 190320.00   8175.5   4782.3   3155.9
33.99880 -117.68040 190280.02   8175.6   4782.4   3155.9
33.99880 -117.68040 190240.00   8175.7   4782.4   3155.9
33.99880 -117.68040 190200.00   8175.7   4782.5   3155.9
33.99880 -117.68040 190160.00   8175.8   4782.5   3156.0
33.99880 -117.68040 190120.02   8175.9   4782.5   3156.0
33.99880 -117.68040 190080.00   8176.0   4782.6   3156.0
33.99880 -117.68040 190040.00   8176.0   4782.6   3156.0
33.99880 -117.68040 190000.00   8176.1   4782.7   3156.0
33.99880 -117.68040 189960.00   8176.2   4782.7   3156.0
33.99880 -117.68040 189920.00   8176.2   4782.7   3156.0
33.99880 -117.68040 189880.00   8176.2   4782.7   3156.0
33.99880 -117.68040 189840.00   8176.3   4782.8   3156.0
33.99880 -117.68040 189800.00   8176.3   4782.8   3156.0
33.99880 -117.68040 189760.00   8176.4   4782.8   3156.0
33.99880 -117.68040 189720.00   8176.4   4782.9   3156.1
33.99880 -117.68040 189679.98   8176.5   4782.9   3156.1
33.99880 -117.68040 189640.00   8176.5   4782.9   3156.1
33.99880 -117.68040 189600.00   8176.5   4783.0   3156.1
33.99880 -117.68040 189560.00   8176.6   4783.0   3156.1
33.99880 -117.68040 189520.02   8176.6   4783.0   3156.1
33.99880 -117.68040 189480.00   8176.7   4783.1   3156.1
33.99880 -117.68040 189440.00   8176.7   4783.1   3156.1
33.99880 -117.68040 189400.00   8176.7   4783.1   3156.1
33.99880 -117.68040 189360.02   8176.8   4783.1   3156.1
33.99880 -117.68040 189320.00   8176.8   4783.2   3156.1
33.99880 -117.68040 189280.00   8176.9   4783.2   3156.1
33.99880 -117.68040 189240.00   8176.9   4783.2   3156.1
33.99880 -117.68040 189200.00   8177.0   4783.3   3156.1
33.99880 -117.68040 189160.00   8177.0   4783.3   3156.1
33.99880 -117.68040 189120.00   8177.0   4783.3   3156.2
33.99880 -117.68040 189080.00   8177.1   4783.4   3156.2
33.99880 -117.68040 189040.00   8177.1   4783.4   3156.2
33.99880 -117.68040 189000.00   8177.2   4783.4   3156.2
33.99880 -117.68040 188960.00   8177.2   4783.5   3156.2
33.99880 -117.68040 188919.98   8177.3   4783.5   3156.2
33.99880 -117.68040 188880.00   8177.3   4783.5   3156.2
33.99880 -117.68040 188840.00   8177.3   4783.6   3156.2
33.99880 -117.68040 188800.00   8177.4   4783.6   3156.2
33.99880 -117.68040 188759.98   8177.4   4783.6   3156.2
33.99880 -117.68040 188720.00   8177.5   4783.6   3156.2
33.99880 -117.68040 188680.00   8177.5   4783.7   3156.2
33.99880 -117.68040 188640.00   8177.5   4783.7   3156.2
33.99880 -117.68040 188600.02   8177.6   4783.7   3156.2
33.99880 -117.68040 188560.00   8177.6   4783.8   3156.2
33.99880 -117.68040 188520.00   8177.7   4783.8   3156.3
33.99880 -117.68040 188480.00   8177.7   4783.8   3156.3
33.99880 -117.68040 188440.00   8177.8   4783.9   3156.3
33.99880 -117.68040 188400.00   8177.8   4783.9   3156.3
33.99880 -117.68040 188360.00   8177.8   4783.9   3156.3
33.99880 -117.68040 188320.00   8177.9   4784.0   3156.3
33.99880 -117.68040 188280.00   8177.9   4784.0   3156.3
33.99880 -117.68040 188240.00   8178.0   4784.0   3156.3
33.99880 -117.68040 188200.00   8178.0   4784.0   3156.3
33.99880 -117.68040 188159.98   8178.1   4784.1   3156.3
33.99880 -117.68040 188120.00   8178.1   4784.1   3156.3
33.99880 -117.68040 188080.00   8178.1   4784.1   3156.3
33.99880 -117.68040 188040.00   8178.2   4784.2   3156.3
33.99880 -117.68040 187999.98   8178.2   4784.2   3156.3
33.99880 -117.68040 187960.00   8178.3   4784.2   3156.3
33.99880 -117.68040 187920.00   8178.3   4784.3   3156.4
33.99880 -117.68040 187880.00   8178.3   4784.3   3156.4
33.99880 -117.68040 187840.02   8178.4   4784.3   3156.4
33.99880 -117.68040 187800.00   8178.4   4784.4   3156.4
33.99880 -117.68040 187760.00   8178.5   4784.4   3156.4
33.99880 -117.68040 187720.00   8178.5   4784.4   3156.4
33.99880 -117.68040 187680.02   8178.6   4784.4   3156.4
33.99880 -117.68040 187640.00   8178.6   4784.5   3156.4
33.99880 -117.68040 187600.00   8178.6   4784.5   3156.4
33.99880 -117.68040 187560.00   8178.7   4784.5   3156.4
33.99880 -117.68040 187520.00   8178.7   4784.6   3156.4
33.99880 -117.68040 187480.00   8178.8   4784.6   3156.4
33.99880 -117.68040 187440.00   8178.8   4784.6   3156.4
33.99880 -117.68040 187399.98   8178.8   4784.7   3156.4
33.99880 -117.68040 187360.00   8178.9   4784.7   3156.4
33.99880 -117.68040 187320.00   8178.9   4784.7   3156.5
33.99880 -117.68040 187280.00   8179.0   4784.8   3156.5
33.99880 -117.68040 187239.98   8179.0   4784.8   3156.5
33.99880 -117.68040 187200.00   8179.1   4784.8   3156.5
33.99880 -117.68040 187160.00   8179.1   4784.8   3156.5
33.99880 -117.68040 187120.00   8179.1   4784.9   3156.5
33.99880 -117.68040 187080.02   8179.2   4784.9   3156.5
33.99880 -117.68040 187040.00   8179.2   4784.9   3156.5
33.99880 -117.68040 187000.00   8179.3   4785.0   3156.5
33.99880 -117.68040 186960.00   8179.3   4785.0   3156.5
33.99880 -117.68040 186920.02   8179.4   4785.0   3156.5
33.99880 -117.68040 186880.00   8179.4   4785.1   3156.5
33.99880 -117.68040 186840.00   8179.4   4785.1   3156.5
33.99880 -117.68040 186800.00   8179.5   4785.1   3156.5
33.99880 -117.68040 186760.00   8179.5   4785.2   3156.5
33.99880 -117.68040 186720.00   8179.6   4785.2   3156.6
33.99880 -117.68040 186680.00   8179.6   4785.2   3156.6
33.99880 -117.68040 186640.00   8179.6   4785.2   3156.6
33.99880 -117.68040 186600.00   8179.7   4785.3   3156.6
33.99880 -117.68040 186560.00   8179.7   4785.3   3156.6
33.99880 -117.68040 186520.00   8179.8   4785.3   3156.6
33.99880 -117.68040 186479.98   8179.8   4785.4   3156.6
33.99880 -117.68040 186440.00   8179.9   4785.4   3156.6
33.99880 -117.68040 186400.00   8179.9   4785.4   3156.6
33.99880 -117.68040 186360.00   8179.9   4785.5   3156.6
33.99880 -117.68040 186320.02   8180.0   4785.5   3156.6
33.99880 -117.68040 186280.00   8180.0   4785.5   3156.6
33.99880 -117.68040 186240.00   8180.1   4785.6   3156.6
33.99880 -117.68040 186200.00   8180.1   4785.6   3156.6
33.99880 -117.68040 186160.02   8180.2   4785.6   3156.6
33.99880 -117.68040 186120.00   8180.2   4785.6   3156.7
33.99880 -117.68040 186080.00   8180.2   4785.7   3156.7
33.99880 -117.68040 186040.00   8180.3   4785.7   3156.7
33.99880 -117.68040 186000.00   8180.3   4785.7   3156.7
33.99880 -117.68040 185960.00   8180.4   4785.8   3156.7
